"n" "SNR1" "SNR2" "b" "llik.dec" "piik1" "piik2" "piik3" "theta2.sim" "theta2.hat" "sigma2.sim" "sigma2.hat" "MSE.mu1" "MSE.mu2" "MSE.mu3" "MSE.Q1" "MSE.Q2" "MSE.Q3" "MSE.beta1" "MSE.beta2" "MSE.beta3" "MSE.betaQ1" "MSE.betaQ2" "MSE.betaQ3" "MSE.pred"
500 5 5 5 1 0.222500649211517 0.303383757446296 0.474115593342187 0.0588854785758233 3.71905846744068 0.0374540672973519 0.0366948149079673 0.000416935729338393 9.10105486003957 1.64246213235753 0.138099057981518 0.155123237529168 0.163975685493278 21.5534866727083 17.1545586206878 1.74292731705628 0.00163115021837417 3.11124544150457 2.43483108209937 52.7880608229141
1000 5 5 5 1 0.1925 0.358749933346191 0.448750066653809 0.0612987323900371 1.10870189285364 0.0374540672973519 0.0353888929102903 0.000343391946660723 0.000227300114143073 0.636592997665547 0.116168721078601 0.0469616509814305 0.453116528436456 11.8693063420653 4.7340558942785 13.2884909393032 0.000671677415109492 0.000526238964745496 0.00242046947397478 62.5897740295665
10000 5 5 5 1 0.203499999999912 0.345751974244547 0.450748025755541 0.0585065703347799 2.0401010636017 0.0374540672973519 0.0358492293798873 1.77440615936542e-05 0.000258668157916855 1.49005807931134 0.133941235124038 0.0499001938163921 0.482575855382615 15.8673759971138 5.49981995100192 15.5521584412726 0.00019367178371376 0.000115109580426273 0.00172484483692989 59.2380605609478
1000 3 5 5 1 0.228749433743327 0.346760954967308 0.424489611289366 0.155911009114289 1.65090973782121 0.104039075825977 0.101480964154102 0.000926714843502029 0.000239213213716797 0.349676271768983 0.138882059880347 0.0616193614947422 0.509072905284419 11.2326905194718 5.0939838925027 17.0812522922994 0.00631938649793331 0.00110105378244559 0.0107594963100134 73.4080019596649
1000 10 5 5 1 0.20125 0.28615005480056 0.51259994519944 0.0143683838302398 3.12488298958272 0.00936351682433796 0.0110561684851558 0.0351854424348565 7.5202699235893 1.64114221034678 0.102020393682984 0.132037277538689 0.265937366011765 3.59769646797955 11.6627812689205 4.27703363970015 0.000694359993604291 3.05225571202216 2.05162152093701 48.6462422096294
500 5 5 6 1 0.204999999999988 0.362500280065449 0.432499719934563 0.0590939476324081 2.31906445652409 0.0374540672973519 0.0341054434329536 0.000670458720362542 0.000698579901236263 1.79749809544572 0.142766354121094 0.0419516916844582 0.218679433252525 15.5074697001925 4.58482683138571 10.4408109810262 0.00171218177552685 0.000902172228092451 0.0316463341552371 66.6589955528005
1000 5 5 6 1 0.22085296099821 0.345003297586191 0.434143741415598 0.0609251481281401 1.63686463366659 0.0374540672973519 0.035216121648142 0.00043129422725194 0.000241318684836745 1.13341335224603 0.103620828415213 0.0485919701077618 0.354243483008366 11.0860502591653 3.85400179127636 12.1233797837948 0.00102052558539988 0.000403376671116795 0.0138202908654547 60.0364997188842
10000 5 5 6 1 0.199750748841362 0.355343154670932 0.444906096487706 0.059336056117299 1.95356729022 0.0374540672973519 0.035971368023861 2.3595955143795e-05 1.91124039970952e-05 1.36817633999505 0.120628761840932 0.0532377969670959 0.456027676372749 13.8757017145275 6.69832377111274 14.1211157256075 0.000155498889686407 5.74789025548838e-05 0.000806544231952821 56.4162094023053
1000 3 5 6 1 0.198733673153423 0.353362518935035 0.447903807911542 0.165652474552612 1.55485038423081 0.104039075825977 0.107068215604373 0.000487512884572425 0.000483770074366937 0.334923546120327 0.165143549303737 0.0614054107438698 0.484628140320241 12.624423988046 5.09446019668777 15.0242294539869 0.00407928073506589 0.000995038189074585 0.00765141676605611 63.9859711744725
1000 10 5 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
500 5 5 7 1 0.1875 0.343420225395459 0.469079774604541 0.0570596521183053 3.60181225655227 0.0374540672973519 0.0351983760707046 0.000898498139607075 0.000811122705523419 2.84485388586674 0.104379647973532 0.0485693884216774 0.319738857400374 19.3564475368329 4.58052997025655 12.9323850811156 0.002083753354568 0.000832542939211818 0.0485233418171094 56.4789653034631
1000 5 5 7 1 0.194999999998586 0.356568314130745 0.448431685870669 0.0578278055035226 1.7291793831829 0.0374540672973519 0.0350272061448354 0.000508432942102744 0.000336196565309925 1.33893887336572 0.126468489940428 0.0423497216752612 0.198262169053248 12.9217723064639 3.97515253459433 7.15028204189641 0.00100184012810201 0.000569515921328344 0.00467270933946221 52.5396941822006
10000 5 5 7 1 0.202375011006337 0.353403034640596 0.444221954353067 0.0583756295816979 1.88790310837214 0.0374540672973519 0.0355465074017435 2.70973428467219e-05 0.0001599547300153 1.39965572733283 0.114679610348469 0.0505868893022401 0.503174523965111 11.268207155851 5.17086313114921 15.1617873286402 0.000125726608256424 4.21836938719577e-05 0.00104316313702716 57.4487352567944
1000 3 5 7 1 0.183749959544888 0.344928980343108 0.471321060112003 0.1748275963775 2.17744980309259 0.104039075825977 0.101402321954958 0.00197497158330152 0.000711106408724214 0.672700601068126 0.139300923938499 0.0655862112098687 0.503302874403598 10.8735272047907 4.55431301888479 15.4088388124474 0.00509996919782225 0.00128761501566093 0.00555274863994862 61.8500127837627
1000 10 5 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
500 5 5 8 1 0.22 0.350860717997609 0.429139282002391 0.0558558670130104 0.856191891572917 0.0374540672973519 0.0338813009011588 0.000349597037117319 0.000301434036875305 0.527445226412209 0.174863956601841 0.0573624740990138 0.34216016776343 10.4493463317048 3.48288057112148 10.4996343776616 0.00141125897097483 0.00102298688497104 0.00427913998459591 57.4722806877359
1000 5 5 8 1 0.198750000000043 0.351337273386741 0.449912726613217 0.0589008189958548 1.74394658909415 0.0374540672973519 0.0348401906749839 0.000910512770198149 0.000164497233892837 1.38312655606679 0.160661968648808 0.0438591241930534 0.463035973415886 17.166602740214 3.39030396455873 15.6321986528757 0.00065136407224156 0.000470829926036577 0.00601398561911454 51.1206169867671
10000 5 5 8 1 0.197250000000914 0.353248284774395 0.449501715224691 0.0601842339713888 1.65410201434885 0.0374540672973519 0.0360621295981481 2.82385180143692e-05 1.59656588187187e-05 1.1318260287263 0.126576908097825 0.0526497886030104 0.491349024418179 10.7377188212946 5.63917365088081 14.2374108229354 0.000168848069033154 5.30337134163146e-05 0.000381413742686571 56.1252698598718
1000 3 5 8 1 0.198711988661057 0.360471512824622 0.440816498514321 0.168529762839062 1.85722618548069 0.104039075825977 0.102215236236331 0.000423434412379108 0.000395955829641327 0.33028857397158 0.129485104480404 0.0604634811120964 0.421635861261332 10.3956516600327 4.30086334867198 14.7734151723662 0.0028669953632652 0.00115580871389656 0.00766995604253 55.1288603769772
1000 10 5 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
500 5 5 9 1 0.1875 0.334998584521456 0.477501415478544 0.054709492342993 1.11579136866406 0.0374540672973519 0.0345441634747384 0.00122935236654571 7.01213368191135e-05 0.797291208606623 0.148493783533748 0.0587565100994231 0.410261061996324 13.8135086496271 5.69134903745967 11.530604416405 0.00227304453792774 0.00128535387232227 0.00843086063971043 56.8098697436347
1000 5 5 9 1 0.20999999999997 0.327510230027017 0.462489769973013 0.0600601615868076 2.37695977348467 0.0374540672973519 0.0350393212009913 0.000175122965609723 0.000215866677798815 1.72737063061509 0.105254014422061 0.0511806330614756 0.421582426686854 13.0564364342679 6.75025750252037 14.0084054824695 0.000871031863043888 0.000564388921545299 0.00782642996204312 61.2774622765183
10000 5 5 9 1 0.191999999999982 0.35611325490089 0.451886745099128 0.0584360590319441 1.7313823740025 0.0374540672973519 0.0357635795785977 5.56899981914688e-05 2.64715271552275e-05 1.16919080528287 0.128303753018489 0.0512262240540481 0.492700962287449 11.7437575504971 5.853164793773 14.2390571510697 9.80573676270397e-05 8.79263234149029e-05 0.00089213578730797 58.5349554844519
1000 3 5 9 1 0.205001140908434 0.339896113175494 0.455102745916072 0.153134482184014 1.4802345122122 0.104039075825977 0.101305420457769 0.00114381658794963 0.000215827821938438 0.255577044201849 0.16344929186956 0.0584696140254624 0.377670853183832 12.5598848300746 4.04080093627919 12.2133751547728 0.00218529462706187 0.00177025471156748 0.00155949679069702 57.5002601188786
1000 10 5 9 1 0.211250000000738 0.332499999980393 0.456250000018869 0.0144785234393718 2.70921833613834 0.00936351682433796 0.00891724757245455 0.0121109269878528 0.006391361339639 1.99983992727523 0.147866803174483 0.0422120799969189 0.387090149030053 3.03574458350756 9.54099595806878 11.8994229173096 0.000665697702045443 0.000364426133540992 0.0274957364065816 52.8049944857452
500 5 5 10 1 0.18999999990519 0.367506503916094 0.442493496178716 0.0543285598695877 2.7732654901089 0.0374540672973519 0.0337567461073535 0.000497741577542437 0.000731774903519011 2.51931161134256 0.142581544933478 0.0497083920714114 0.382381543080694 16.8774042260744 6.99240284743926 12.6909943840013 0.0018510384927086 0.00153998394711778 0.0442638333512904 64.1584425519824
1000 5 5 10 1 0.201250003881296 0.283882579009421 0.514867417109282 0.0574735353209591 2.65204197183863 0.0374540672973519 0.0376981603930674 0.000829918353836126 6.58406523379517 1.53288004195215 0.107204573418128 0.167784959065681 0.286517649350683 17.3620605851646 16.0600274787186 4.98716030951585 0.00129241387210293 3.43537389986342 2.15947082825704 50.2478302842221
10000 5 5 10 1 0.198000000004838 0.354141768236416 0.447858231758746 0.0584313040618526 1.72376986150988 0.0374540672973519 0.0355174659432902 5.70920101226249e-05 2.33471843285709e-05 1.15353895406859 0.0907337611719525 0.053087592214357 0.503239097328746 8.5988078634064 5.77075306494726 14.3518747022616 0.000112583065591054 7.3602645274912e-05 0.00172055689083111 56.2003808565931
1000 3 5 10 1 0.219861366835841 0.344754212801602 0.435384420362557 0.169236522578167 1.18119498430253 0.104039075825977 0.104841355210611 0.00113097171317728 0.000286727804069212 0.111872478983979 0.107092468124776 0.0648671578533739 0.35225644616911 7.95659385202136 3.19976999649231 10.5046816019888 0.00281742278264142 0.0010394106513748 0.00297850070948326 62.3524639479518
1000 10 5 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
500 5 5 11 1 0.194999999999994 0.328295218579909 0.476704781420097 0.0599230746675624 3.10346953946686 0.0374540672973519 0.0351473792514985 0.00119915961122125 5.91106132265341 1.68722882914914 0.115930759908834 0.110883363098655 0.19706874019449 20.8890123396499 22.7538289769815 1.46049843256068 0.00130461541212261 4.8701483784607 2.50897359456254 59.5388798650817
1000 5 5 11 1 0.192500000001332 0.336116877262209 0.47138312273646 0.0639769925648177 1.53655394180495 0.0374540672973519 0.0355101913564955 0.000987914650101055 0.000186501542100217 0.887982105704665 0.131623213414692 0.0565583476058664 0.320410190730843 10.5004233487529 6.52732922389073 10.9544948668121 0.000844395764570268 0.000450741337367694 0.0255012693456859 51.8235153525286
10000 5 5 11 1 0.204032231291018 0.347355556949395 0.448612211759588 0.0582201386157966 2.04616469892114 0.0374540672973519 0.0356687809758835 2.00790390431422e-05 0.000230954493974282 1.47439756077201 0.118264561025537 0.0501169556866284 0.503393123530924 12.5029041923073 5.21615677418001 15.4240470649978 0.000143520095350478 0.000147946592255885 0.000562616757447022 57.9097433163482
1000 3 5 11 1 0.193755186174833 0.338579968266071 0.467664845559096 0.160972360769039 1.69371538523328 0.104039075825977 0.101690536789188 0.00139618070914276 0.00116712010223599 0.361594463942354 0.135653391365946 0.0616768981846899 0.495963482516541 14.5845906460359 5.43162266456137 14.6562339354906 0.00279998191615788 0.00182094126232051 0.00953225437877392 60.0509032945196
1000 10 5 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
500 5 5 12 1 0.254999999995644 0.313771213199795 0.431228786804562 0.0557624907063064 2.40658595784612 0.0374540672973519 0.0371754218084942 0.000507699472567162 6.76284533444461 1.69086737579893 0.0912989456700803 0.0967576145814326 0.264239267139465 11.6502049259131 13.5139318771028 3.30802331019464 0.00161522050984836 1.74897594201312 2.49574097851653 58.4411870139518
1000 5 5 12 1 0.205 0.336283993869222 0.458716006130778 0.0578819022287467 2.09131367861142 0.0374540672973519 0.0348173965272575 0.000665315112383341 0.000341488812633275 1.72465407878404 0.120332486833382 0.0512570104840451 0.315780953540427 15.3518127434027 7.22914276853854 11.2194646981488 0.00100668615767749 0.000434962705478815 0.0413133461275104 68.3868787624936
10000 5 5 12 1 0.195749989508907 0.349714596247516 0.454535414243576 0.0595949234530086 2.06461859601217 0.0374540672973519 0.0355085011158728 5.35987526578774e-05 1.72068732549351e-05 1.34543678194711 0.125883863584363 0.0537129846408184 0.399355737649116 14.4055200887405 7.31311356325574 13.1301642294853 0.000176322616041213 3.0202761578728e-05 0.000852566982086521 58.46428851135
1000 3 5 12 1 0.203047457239728 0.373046147411107 0.423906395349165 0.162788764971332 1.00698091230595 0.104039075825977 0.105299059231256 0.00050099578603191 0.000289827729937283 0.0467117917999788 0.182342394235251 0.0394700216165692 0.332038719286525 10.4571318351346 2.178749656447 9.00537993397119 0.00299069621005063 0.000824410125731788 0.00388898473643807 59.1920153904313
1000 10 5 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
500 5 5 13 1 0.199999999999575 0.352499784664147 0.447500215336278 0.0607295506539991 2.76630429640429 0.0374540672973519 0.036079119155931 0.000714350892170243 0.000465210908186728 2.40951301015962 0.0868153772716354 0.0514748503682874 0.137727863599793 13.2180150926687 9.28944015899194 6.01586990498222 0.00233768365861705 0.00127331362413249 0.11254178458828 67.1421514089963
1000 5 5 13 1 0.178750000000119 0.348743438548908 0.472506561450973 0.0621492418440724 2.394003827699 0.0374540672973519 0.0348650342957441 0.000590264841977929 0.000170608054701861 1.9222952867201 0.118673993256715 0.0440349402691928 0.410028214479688 14.8301613133581 5.17537253541586 13.2655419898417 0.00102174608946877 0.000488114106595581 0.0587567950455903 62.5670911300295
10000 5 5 13 1 0.205722665089913 0.356540048972997 0.43773728593709 0.0592180775279377 1.9306715412358 0.0374540672973519 0.0357136731410522 6.34576787614721e-05 7.87119692988431e-05 1.44855466392939 0.103761225809698 0.0520673701381814 0.503559602396231 11.132402545499 5.52171297470277 14.8362527755458 0.00016238757850671 3.04184265882022e-05 0.00195097670977414 53.9689243953673
1000 3 5 13 1 0.224999999845887 0.327052579374247 0.447947420779865 0.164423334328563 1.7744395763547 0.104039075825977 0.100459016071929 0.000468016185163168 0.000259389289163773 0.499654515897424 0.144241254828197 0.0634242461448184 0.477954577265386 11.4806099898523 5.97845146020451 14.4645588568082 0.00372408432653923 0.00147703960578804 0.00550002332703241 59.5444976638975
1000 10 5 13 1 0.165 0.383749999999763 0.451250000000237 0.015747115801371 3.50900701115882 0.00936351682433796 0.00907310849385227 0.107973545027939 0.00212976038982878 2.49846299798972 0.137186655572556 0.0395874576760751 0.234735911566837 3.06122330741508 11.6875611517854 6.0723141759729 0.000624151170515148 0.000201645292242956 0.0163985783106317 51.0824434736949
500 5 5 14 1 0.185000000000069 0.379999198554539 0.435000801445393 0.0601754343509787 2.54656433136213 0.0374540672973519 0.0345622906308685 0.00226838197026266 0.00587877005274658 2.17832154932004 0.111819613288655 0.0427516102793994 0.387630020973789 13.8362038850106 3.18073566032649 15.4188656967185 0.00276567119846671 0.00111692980469647 0.0107423317157306 71.6328928943767
1000 5 5 14 1 0.212499999999896 0.359998916784835 0.427501083215269 0.0602696540769738 2.241060121679 0.0374540672973519 0.0351689832712153 0.000766261599391278 0.000511408767964738 1.6478062495645 0.116753766425273 0.0572616648820217 0.523049108606892 15.2543946359784 6.03258001668975 15.7399895672183 0.000664507885652823 0.000750558913707187 0.00707275870950068 70.3403490931104
10000 5 5 14 1 0.197875000000001 0.346907101290261 0.455217898709738 0.0584374577574639 2.2651876230667 0.0374540672973519 0.0357769422276373 2.73010826616785e-05 0.000105948689371817 1.63493236986669 0.122444046616868 0.0532357708358642 0.39984478625757 13.5900746122816 6.45196631394286 13.579288027817 8.45221714092295e-05 7.11090688542181e-05 0.00164319056631021 59.7486188121733
1000 3 5 14 1 0.203881897655643 0.358418812395993 0.437699289948364 0.164920309234478 1.93646634474619 0.104039075825977 0.104451556698802 0.000732718580887554 0.000326365949475089 0.731379477083284 0.152693220289673 0.0668236950208316 0.401468337253595 13.3819996083124 5.02630205718293 12.7903802502455 0.00335497853493575 0.00114557598736276 0.0041434413275363 66.6404306820135
1000 10 5 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
500 5 5 15 1 0.212499999999766 0.352474259281516 0.435025740718718 0.0542177110997096 2.31693203743582 0.0374540672973519 0.0352951431973635 0.000693016660262929 0.00576392849635055 2.07704594576484 0.114970843381005 0.0468677893685797 0.389804399745804 13.9702842887397 4.57715792759715 13.3850754987953 0.00178555836992956 0.000806105739195658 0.0486271630349977 62.5152971917568
1000 5 5 15 1 0.182500854972749 0.331228852337431 0.48627029268982 0.0585879653457 1.74789757314384 0.0374540672973519 0.0355705347576496 0.000264818883491254 0.000100312556636414 0.958331903174859 0.0980678229276066 0.0599679393118653 0.467759502744629 11.0672987770657 7.09635736082878 15.7721531234373 0.0011028939381589 0.000790894716374145 0.00540565313749013 58.7045101950877
10000 5 5 15 1 0.193037427492741 0.356842787344229 0.45011978516303 0.0586779341665091 2.27474803590699 0.0374540672973519 0.0353997769979266 1.97677579661916e-05 5.6370311940232e-05 1.69680573692329 0.139217208233179 0.0517531908798824 0.459095043784759 15.6204239148056 6.86768435640573 14.682565747076 9.42635182964973e-05 8.38337595225292e-05 0.00212588165731143 57.957135323395
1000 3 5 15 1 0.209975576912866 0.327567878708789 0.462456544378345 0.166833782185577 1.78773482294957 0.104039075825977 0.10323275191554 0.000605072249840057 0.000623716594158733 0.426904080617793 0.10632675855821 0.0604579627264531 0.408801514818128 8.37221964160055 5.78107350886553 12.6916231059896 0.00262534127871924 0.00137499220725839 0.00401751342984736 65.0785485989062
1000 10 5 15 1 0.185 0.344999999999739 0.470000000000261 0.0147017970910322 4.6297929492553 0.00936351682433796 0.00890723079300537 0.0744990866857416 0.00339006357440095 3.13621170311426 0.113031275293404 0.042698010491436 0.425731597064422 2.0285993031137 16.2707865498921 12.6548155079684 0.00101477748024568 0.000181064171844829 0.0192366847377608 48.1354661205894
500 5 5 16 1 0.199996614868785 0.327502415858837 0.472500969272378 0.0616063151572873 2.36694037076764 0.0374540672973519 0.0349763897050259 0.00164773679000033 0.000459255037811196 1.96358072464029 0.164530948364279 0.0528562104653402 0.317099171283934 16.5399523041911 5.11618048785296 9.16770351704899 0.00163990863304868 0.000850902486405707 0.026818956522072 45.2510580414539
1000 5 5 16 1 0.22000184525764 0.352499830176649 0.427498324565711 0.0589905026230958 1.74265186500379 0.0374540672973519 0.0342491928362045 0.000113099154537281 0.000297739778024357 1.3769358267421 0.142670435190741 0.0415824641707697 0.504510146949298 12.0999072290373 3.95980970060557 14.0921010215455 0.000695250743381202 0.000540037565332873 0.0396817584565176 54.0943950209693
10000 5 5 16 1 0.195875000000037 0.351114910477876 0.453010089522087 0.0589835187727044 2.29537810771621 0.0374540672973519 0.0354141808617399 8.96563968924947e-05 5.41610616490695e-05 1.58439317729312 0.126991315259661 0.0528472390876163 0.447622414786141 12.4264985330733 6.32328335818878 14.879337419626 5.41788771921146e-05 9.07597765286939e-05 0.00217892497389764 61.0954054162524
1000 3 5 16 1 0.206242670346521 0.340196588644941 0.453560741008538 0.164275516398369 2.4773564757473 0.104039075825977 0.10129949184622 0.000722628149171667 0.000461650862284119 0.707034551761692 0.137162704688982 0.0528636273955306 0.390755128958112 14.9139630947267 4.28130487378642 15.0693303174769 0.00281673089882485 0.000670451859725598 0.0123990892851124 69.5498014656161
1000 10 5 16 1 0.19375 0.368186367102686 0.438063632897314 0.0151753957859383 3.68173061970903 0.00936351682433796 0.00948897199231093 0.0201387384557226 0.0555761555969724 3.15257480224991 0.1231249870478 0.0791339100481552 0.451738968061959 3.61225185841361 0.50512547149435 12.9252661145433 0.000786305219058076 0.00842012976376915 0.0730238681109284 50.4118718870553
